"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.523593036E1,-2.774298191E-2,5.647662282E-2,-6.393718719E-2
1.524609271E1,-1.315590739E-2,6.115102768E-2,-2.505779266E-2
1.525625507E1,2.925217152E-3,8.025306463E-2,4.153156281E-2
1.526641742E1,2.080145478E-2,9.180977941E-2,6.439495087E-2
1.527657977E1,2.873983979E-2,7.462090254E-2,6.079864502E-2
1.528677264E1,3.139060736E-2,6.222459674E-2,5.257987976E-2
1.529693500E1,2.454751730E-2,4.028862715E-2,6.345462799E-2
1.530709735E1,1.582852006E-2,3.228455782E-2,5.049705505E-2
1.531725971E1,1.254293323E-2,2.843159437E-2,2.364635468E-2
1.532742206E1,-6.681859493E-3,1.249778271E-2,-1.929950714E-2
1.533758441E1,-1.113796234E-2,4.071444273E-3,-5.677223206E-2
1.534774676E1,-8.576601744E-3,-1.379400492E-3,-5.334377289E-2
1.535790912E1,-8.721888065E-3,-1.353752613E-2,-4.053115845E-4
1.536807147E1,-9.115844965E-3,-2.091535926E-2,2.793025970E-2
1.537823383E1,-1.401856542E-2,-1.698842645E-2,1.562881470E-2
1.538839618E1,-1.652240753E-2,-1.110953093E-2,-1.765537262E-2
1.539855853E1,-1.669001579E-2,6.776839495E-3,-5.989074707E-2
1.540872089E1,-1.484489441E-2,2.482798696E-2,-6.833076477E-2
1.541888324E1,-5.902618170E-3,2.643752098E-2,-3.411674500E-2
1.542904559E1,-1.086863875E-2,2.334991097E-2,4.206657410E-3
1.543920795E1,-3.405511379E-3,2.681359649E-2,1.360416412E-2
1.544937030E1,-2.774685621E-3,2.744844556E-2,1.558303833E-3
1.545953265E1,-6.802290678E-3,5.409115553E-2,-3.860187531E-2
1.546969501E1,-1.778540015E-2,6.894022226E-2,-9.935092926E-2
1.547985736E1,-2.138042450E-2,6.784415245E-2,-1.046600342E-1
1.549001972E1,-3.204333782E-2,5.321252346E-2,-4.135322571E-2
1.550018207E1,-1.651465893E-2,3.902205825E-2,5.154609680E-2
1.551034442E1,3.553897142E-3,4.087597132E-2,9.084415436E-2
1.552053729E1,1.854640245E-2,4.645070434E-2,4.912090302E-2
1.553069965E1,2.814114094E-3,5.879279971E-2,-2.485847473E-2
1.554086200E1,-1.166522503E-3,6.906491518E-2,-3.368854523E-2
1.555102435E1,-1.543110609E-2,7.476794720E-2,4.492950439E-2
1.556118671E1,-2.752593160E-2,7.064330578E-2,7.719039917E-2
1.557134906E1,-5.766233802E-2,6.133353710E-2,-5.203342438E-2
1.558151141E1,-4.748871922E-2,6.008699536E-2,-3.157777786E-1
1.559167377E1,4.859009385E-2,5.010196567E-2,-1.464929581E-1
1.560183612E1,1.342045665E-1,-4.212439060E-3,4.134416580E-1
1.561199847E1,1.813100874E-1,-2.838027477E-2,3.633499146E-1
1.562216083E1,1.156668067E-1,-4.243433475E-3,4.773807526E-2
1.563232318E1,-2.453038096E-2,2.129027247E-2,-3.120260239E-1
1.564248554E1,-9.857603908E-2,4.066082835E-2,-3.679294586E-1
1.565264789E1,-9.764572978E-2,2.396494150E-3,-1.279058456E-1
1.566281024E1,-3.223890066E-2,-5.353355408E-2,1.387033463E-1
1.567297260E1,2.829059958E-2,-7.198366523E-2,2.591247559E-1
1.568313495E1,5.576261878E-2,-4.051628709E-2,1.415243149E-1
1.569329730E1,1.508486271E-2,3.324553370E-2,-6.596088409E-2
1.570345966E1,-5.753961205E-2,1.075121164E-1,-1.966867447E-1
1.571362201E1,-8.465892076E-2,1.631030142E-1,-1.482715607E-1
1.572378436E1,-7.076489925E-2,2.021272182E-1,-1.595211029E-2
1.573394672E1,-1.270693541E-2,1.658670306E-1,6.441688538E-2
1.574410907E1,2.822208405E-2,1.154863238E-1,5.599308014E-2
1.575430194E1,3.563773632E-2,4.869827628E-2,1.467609406E-2
1.576446430E1,2.200004458E-2,-8.250206709E-3,-6.942749023E-3
1.577462665E1,4.309833050E-3,-4.362621903E-2,2.659797668E-3
1.578478900E1,4.404723644E-3,-3.198292851E-2,1.688385010E-2
1.579495136E1,5.342751741E-3,-1.433733106E-2,2.618026733E-2
1.580511371E1,1.601126790E-2,2.628815174E-2,3.532028198E-2
1.581527606E1,1.454445720E-2,5.685061216E-2,2.310085297E-2
1.582543842E1,-1.822829247E-3,5.898240209E-2,3.695392609E-2
1.583560077E1,-4.298895597E-3,5.426818132E-2,4.112720490E-2
1.584576312E1,-1.650029421E-2,2.621373534E-2,4.283428192E-2
1.585592548E1,-1.657801867E-2,9.092986584E-4,3.511142731E-2
1.586608783E1,1.411736012E-4,-1.229649782E-2,1.805210114E-2
1.587625018E1,3.848126531E-2,-4.225641489E-3,-7.901382446E-2
1.588641254E1,3.534004092E-2,2.956455946E-2,6.434726715E-2
1.589657489E1,2.638161182E-3,5.758738518E-2,1.009120941E-1
1.590673724E1,-3.276792169E-2,4.726576805E-2,-4.268360138E-2
1.591693012E1,-7.463216782E-3,5.230864882E-2,-1.385669708E-1
1.592709247E1,1.714193821E-2,5.630013347E-2,-1.125679016E-1
1.593725482E1,2.711185813E-2,5.851075053E-2,-6.340980530E-2
1.594741718E1,1.096913218E-2,5.351287127E-2,1.470565796E-3
1.595757953E1,-1.188358665E-2,3.163817525E-2,-1.748085022E-2
1.596774188E1,-2.235668898E-2,2.139502764E-2,-4.779720306E-2
1.597790424E1,-2.594089508E-2,4.454967380E-2,-2.560997009E-2
1.598806659E1,1.020759344E-2,5.550003052E-2,2.922534943E-2
1.599822894E1,1.710709929E-2,7.554656267E-2,5.942440033E-2
1.600839130E1,2.844193578E-2,9.049892426E-2,4.658222198E-2
1.601855365E1,2.486056089E-2,8.626955748E-2,3.632354736E-2
1.602871600E1,1.398462057E-2,8.927431703E-2,2.865505219E-2
1.603887836E1,8.033275604E-3,6.609058380E-2,4.470729828E-2
1.604904071E1,4.700720310E-3,5.219992995E-2,6.761360168E-2
1.605920306E1,4.375845194E-3,2.604001760E-2,3.806591034E-2
1.606936542E1,-6.921172142E-3,2.846324444E-2,-3.568363190E-2
1.607952777E1,-5.965948105E-3,1.218253374E-2,-6.330585480E-2
1.608969012E1,-7.898300886E-3,1.323446631E-2,-2.430534363E-2
1.609985248E1,-7.914215326E-3,1.454311609E-2,1.864528656E-2
1.611001483E1,-1.046586037E-2,1.093456149E-2,3.481006622E-2
1.612017718E1,-1.526424289E-2,2.126336098E-2,-8.267402649E-3
1.613033954E1,-2.941146493E-2,1.966857910E-2,-2.933216095E-2
1.614050189E1,-1.052957773E-2,3.057557344E-2,-5.246353149E-2
1.615069476E1,-6.275355816E-3,1.599588990E-2,-4.214763641E-2
1.616085712E1,-9.090304375E-3,1.142397523E-2,-8.371353149E-3
1.617101947E1,2.751439810E-3,8.924901485E-3,2.248668671E-2
1.618118182E1,-1.835346222E-3,2.020063996E-2,1.978874207E-2
1.619134418E1,-8.427321911E-3,2.611783147E-2,1.004219055E-2
1.620150653E1,-1.014688611E-2,4.129427671E-2,5.196571350E-3
1.621166888E1,-1.189193130E-2,6.333622336E-2,-2.084255219E-2
1.622183124E1,-1.588240266E-2,8.083480597E-2,-5.355358124E-2
1.623199359E1,-1.495009661E-2,6.525620818E-2,-8.811092377E-2
1.624215594E1,-2.094244957E-2,4.573228955E-2,-7.946681976E-2
1.625231830E1,-3.266692162E-3,3.885617852E-2,-2.610301971E-2
1.626248065E1,1.621735096E-2,2.495762706E-2,5.947113037E-2
1.627264301E1,3.037661314E-2,2.712634206E-2,1.056728363E-1
1.628280536E1,2.566480637E-2,4.499927163E-2,4.471111298E-2
1.629296771E1,-2.256780863E-3,5.785384774E-2,-4.102134705E-2
1.630313007E1,-6.523460150E-3,8.062499762E-2,-1.892471313E-2
1.631329242E1,-9.111553431E-3,9.150665998E-2,3.804588318E-2
1.632345477E1,-3.553566337E-2,8.310246468E-2,-7.687568665E-3
1.633361713E1,-4.594334960E-2,6.574606895E-2,-2.534818649E-1
1.634377948E1,4.871845245E-3,3.681054711E-2,-2.843933105E-1
1.635394183E1,9.338581562E-2,3.316253424E-3,2.763376236E-1
1.636410419E1,1.268545985E-1,-8.448660374E-3,4.879188538E-1
1.637426654E1,1.529107988E-1,2.765780687E-2,1.985015869E-1
1.638445941E1,2.844282985E-2,4.423481226E-2,-1.546249390E-1
1.639462176E1,-9.540504217E-2,5.102229118E-2,-4.471569061E-1
1.640478412E1,-1.311735809E-1,2.541309595E-2,-3.144092560E-1
1.641494647E1,-7.552275062E-2,-1.560074091E-2,1.902580261E-2
1.642510883E1,2.366232872E-2,-6.729519367E-2,2.735929489E-1
1.643527118E1,7.239022851E-2,-6.676682830E-2,2.665100098E-1
1.644543353E1,4.414573312E-2,-3.741481900E-2,3.065776825E-2
1.645559589E1,-3.177189827E-2,4.822435975E-2,-1.702804565E-1
1.646575824E1,-7.624560595E-2,1.217212677E-1,-1.672115326E-1
1.647592059E1,-7.238814235E-2,1.762863994E-1,-3.694534302E-2
1.648608295E1,-3.820431232E-2,1.771703362E-1,6.494045258E-2
1.649624530E1,1.708546281E-2,1.421452165E-1,8.240413666E-2
1.650640765E1,2.727892995E-2,8.306524158E-2,2.880668640E-2
1.651657001E1,2.367034554E-2,1.714637876E-2,-7.217407227E-3
1.652673236E1,8.731663227E-3,-1.763206720E-2,-2.845001221E-2
1.653689472E1,-5.207210779E-3,-3.102010489E-2,-1.618003845E-2
1.654705707E1,5.341172218E-3,-1.853346825E-2,-4.029273987E-3
1.655721942E1,1.603800058E-2,2.914759517E-2,1.024532318E-2
1.656738178E1,2.155742049E-2,4.540678859E-2,1.492977142E-2
1.657754413E1,5.091756582E-3,5.222213268E-2,3.598308563E-2
1.658773700E1,-9.524434805E-3,4.730349779E-2,6.130886078E-2
1.659789935E1,-1.479130983E-2,1.871523261E-2,6.727313995E-2
1.660806171E1,-2.473652363E-2,-1.027286053E-4,6.610107422E-2
1.661822406E1,-1.520207524E-2,-1.194554567E-2,6.498813629E-2
1.662838641E1,8.784353733E-3,-5.277246237E-3,-1.424694061E-2
1.663854877E1,4.263770580E-2,8.345514536E-3,-6.085872650E-2
1.664871112E1,2.280449867E-2,4.773139954E-2,9.384632111E-2
1.665887347E1,5.881488323E-4,6.244611740E-2,8.019638062E-2
1.666903583E1,-2.684473991E-2,5.116879940E-2,-1.007432938E-1
1.667919818E1,1.526731253E-2,5.312398076E-2,-1.649770737E-1
1.668936054E1,2.500590682E-2,4.923444986E-2,-6.054496765E-2
1.669952289E1,8.082330227E-3,4.803621769E-2,3.716754913E-2
1.670968524E1,1.595288515E-3,2.946940064E-2,3.360748291E-3
1.671984760E1,-1.614040136E-2,3.198161721E-2,-5.092048645E-2
1.673000995E1,-2.721634507E-2,3.932669759E-2,-2.630710602E-2
1.674017230E1,1.700162888E-3,5.631229281E-2,2.396583557E-3
1.675033466E1,8.943587542E-3,8.037239313E-2,2.292633057E-3
1.676049701E1,8.592754602E-3,9.490197897E-2,6.910324097E-3
1.677065936E1,1.247313619E-2,9.753033519E-2,3.973674774E-2
1.678082172E1,2.061766386E-2,8.342969418E-2,5.071353912E-2
1.679098407E1,1.917102933E-2,6.460961699E-2,5.441570282E-2
1.680114642E1,2.503120899E-2,5.019173026E-2,5.572414398E-2
1.681130878E1,2.864158154E-2,3.079116344E-2,3.583812714E-2
1.682147113E1,6.528139114E-3,1.626044512E-2,2.145767212E-3
1.683166400E1,1.736015081E-3,2.820953727E-2,-3.570556641E-2
1.684182636E1,-1.453322172E-2,2.873045206E-2,-3.742694855E-2
1.685198871E1,-1.426452398E-2,2.269288898E-2,-3.780364990E-3
1.686215106E1,-4.824876785E-3,1.207515597E-2,3.163337708E-2
1.687231342E1,-3.044903278E-4,1.797226071E-2,3.096199036E-2
1.688247577E1,-1.241612434E-2,9.518325329E-3,-2.724647522E-3
1.689263812E1,-1.266893744E-2,1.091504097E-2,-1.695919037E-2
1.690280048E1,-1.783350110E-2,1.278704405E-2,-4.285240173E-2
1.691296283E1,-1.340553164E-2,1.507434249E-2,-4.221725464E-2
1.692312518E1,-1.815766096E-3,1.723796129E-2,-8.533477783E-3
1.693328754E1,-2.002596855E-3,1.435390115E-2,2.459716797E-2
1.694344989E1,5.141496658E-4,2.264952660E-2,3.830432892E-2
1.695361224E1,-1.495659351E-3,3.991603851E-2,2.341365814E-2
1.696377460E1,-1.518207788E-2,5.441951752E-2,1.729965210E-3
1.697393695E1,-1.227179170E-2,7.847011089E-2,-2.903556824E-2
1.698409930E1,-2.114623785E-2,7.907581329E-2,-6.646728516E-2
1.699426166E1,-2.972823381E-2,6.110391021E-2,-8.436393738E-2
1.700442401E1,-3.564694524E-2,4.866278172E-2,-7.599639893E-2
1.701458636E1,-1.068711281E-2,3.429657221E-2,-1.335811615E-2
1.702474872E1,-4.976391792E-4,1.761567593E-2,7.188129425E-2
1.703491107E1,1.885291934E-2,3.356686234E-2,1.059761047E-1
1.704507343E1,1.942864060E-2,5.329179764E-2,3.084087372E-2
1.705523578E1,-9.626746178E-4,7.045283914E-2,-3.107166290E-2
1.706539813E1,-9.900003672E-3,8.332961798E-2,2.528190613E-3
1.707556049E1,-7.776111364E-3,7.718029618E-2,6.611061096E-2
1.708575336E1,-4.833284020E-2,6.865069270E-2,-8.636474609E-3
1.709591571E1,-5.372744799E-2,5.602708459E-2,-2.379140854E-1
1.710607806E1,8.762419224E-3,3.622189164E-2,-2.550230026E-1
1.711624042E1,8.749088645E-2,6.660044193E-3,2.389268875E-1
1.712640277E1,1.234868169E-1,-1.026660204E-2,4.226808548E-1
1.713656512E1,1.518296599E-1,-9.500920773E-3,9.174442291E-2
1.714672748E1,3.219982982E-2,8.755177259E-3,-2.005386353E-1
1.715688983E1,-9.465318918E-2,2.908289433E-2,-3.695478439E-1
1.716705218E1,-1.356203854E-1,1.303946972E-2,-2.288036346E-1
1.717721454E1,-7.692670822E-2,-2.225780487E-2,3.462123871E-2
1.718737689E1,1.110437512E-2,-5.441009998E-2,2.204151154E-1
1.719753925E1,4.614323378E-2,-5.249938369E-2,1.953010559E-1
1.720770160E1,2.773210406E-2,-1.115652919E-2,-6.324768066E-3
1.721786395E1,-2.927553654E-2,7.762524486E-2,-1.500673294E-1
1.722802631E1,-6.916287541E-2,1.446328759E-1,-1.262197495E-1
1.723818866E1,-6.771257520E-2,1.947879493E-1,-1.805305481E-2
1.724835101E1,-2.670407295E-2,1.863926649E-1,4.796218872E-2
1.725851337E1,2.559784055E-2,1.474365890E-1,6.086635590E-2
1.726870624E1,5.162075162E-2,8.038437366E-2,5.053520203E-3
1.727886859E1,3.968384862E-2,1.159355044E-2,-9.475708008E-3
1.728903094E1,2.616351843E-2,-3.327220678E-2,1.172256470E-2
1.729919330E1,1.128336787E-2,-4.306134582E-2,3.022575378E-2
1.730935565E1,9.059906006E-6,-2.773922682E-2,3.196430206E-2
1.731951801E1,5.857735872E-3,8.053004742E-3,7.737159729E-3
1.732968036E1,6.605148315E-3,2.925741673E-2,5.212783813E-3
1.733984271E1,-3.120422363E-3,4.591435194E-2,3.096008301E-2
1.735000507E1,-8.964508772E-3,4.612368345E-2,3.027534485E-2
1.736016742E1,-5.883306265E-3,2.768498659E-2,4.375171661E-2
1.737032977E1,-1.965871453E-2,2.127668262E-2,6.408977509E-2
1.738049213E1,-9.281396866E-3,-6.855905056E-3,7.226371765E-2
1.739065448E1,2.061551809E-2,-1.881045103E-2,-3.335762024E-2
1.740081683E1,3.647229075E-2,9.428083897E-3,-4.221916199E-3
1.741097919E1,8.172571659E-3,3.697612882E-2,1.113567352E-1
1.742114154E1,-7.395714521E-3,5.683189631E-2,2.166461945E-2
1.743130389E1,-4.705727100E-3,4.875522852E-2,-1.252841949E-1
1.744146625E1,1.910376549E-2,5.129760504E-2,-1.113891602E-1
1.745162860E1,3.034859896E-2,4.746738076E-2,-5.049896240E-2
1.746182147E1,2.004292607E-2,4.332959652E-2,9.248733521E-3
1.747195331E1,-1.731693745E-3,3.348851204E-2,-7.660865784E-3
1.748211566E1,-2.264484763E-2,2.318707108E-2,-5.247974396E-2
1.749230853E1,-2.014431357E-2,4.613405466E-2,-4.215621948E-2
1.750247089E1,-6.480693817E-3,7.605507970E-2,1.276779175E-2
1.751263324E1,2.323406935E-2,8.686015010E-2,4.547214508E-2
1.752279559E1,3.088971972E-2,9.029135108E-2,5.641746521E-2
1.753295795E1,3.078278899E-2,7.935851812E-2,5.763339996E-2
1.754312030E1,2.582037449E-2,6.123229861E-2,6.117057800E-2
1.755328265E1,1.440483332E-2,4.288855195E-2,7.178497314E-2
1.756344501E1,1.320406795E-2,3.590795398E-2,5.859184265E-2
1.757360736E1,1.253515482E-2,3.342732787E-2,1.733016968E-2
1.758376972E1,2.633988857E-3,2.648070455E-2,-5.150127411E-2
1.759393207E1,-1.417803764E-2,1.085734367E-2,-6.954002380E-2
1.760409442E1,-9.870052338E-3,6.867349148E-4,-1.872444153E-2
1.761425678E1,-1.062318683E-2,-7.046699524E-3,5.943679810E-2
1.762441913E1,-8.640557528E-3,-1.275628805E-3,5.591678619E-2
1.763458148E1,-1.817265153E-2,1.304030418E-3,5.292892456E-3
1.764474384E1,-1.115542650E-2,4.117548466E-3,-5.626964569E-2
1.765490619E1,-2.125921845E-2,1.225179434E-2,-6.716060638E-2
1.766506854E1,-1.742699742E-2,1.849314570E-2,-4.729461670E-2
1.767523090E1,-1.827207208E-2,2.007523179E-2,-1.585865021E-2
1.768539325E1,-6.926327944E-3,1.435312629E-2,2.213573456E-2
1.769555560E1,7.778406143E-5,1.773333549E-2,2.401065826E-2
1.770574847E1,2.401590347E-3,4.910001159E-2,-1.230239868E-4
1.771591083E1,-4.690468311E-3,4.683354497E-2,-5.923938751E-2
1.772607318E1,-1.881086826E-2,6.396138668E-2,-8.897399902E-2
1.773623554E1,-3.979140520E-2,4.818814993E-2,-7.567882538E-2
1.774639789E1,-4.606640339E-2,3.776359558E-2,-2.243328094E-2
1.775656024E1,-9.489506483E-3,2.949270606E-2,5.113792419E-2
1.776672260E1,5.094408989E-4,4.431453347E-2,7.151317596E-2
1.777688495E1,1.288130879E-2,5.347579718E-2,3.478050232E-2
1.778704730E1,1.800656319E-2,5.060815811E-2,-3.187656403E-2
1.779720966E1,-3.492653370E-3,6.949022412E-2,-4.978179932E-4
1.780737201E1,-1.604649425E-2,5.983358622E-2,7.737731934E-2
1.781753436E1,-3.312930465E-2,5.907732248E-2,6.891536713E-2
1.782769672E1,-5.883970857E-2,7.447439432E-2,-8.145046234E-2
1.783785907E1,-1.615107059E-2,5.056020617E-2,-2.927112579E-1
1.784802142E1,7.852834463E-2,4.398980737E-2,-1.239843369E-1
1.785818378E1,1.278138459E-1,4.752427340E-3,4.212446213E-1
1.786834613E1,1.631087959E-1,-2.235978842E-3,2.149991989E-1
1.787850848E1,1.047091782E-1,7.128298283E-3,-5.070781708E-2
1.788867084E1,-2.759990096E-2,1.870679855E-2,-2.459344864E-1
1.789886371E1,-9.362268448E-2,8.999615908E-3,-2.204198837E-1
1.790902606E1,-9.487956762E-2,-2.902448177E-2,-6.328296661E-2
1.791918842E1,-3.279691935E-2,-6.923362613E-2,1.007938385E-1
1.792935077E1,2.423837781E-2,-6.434547901E-2,1.582250595E-1
1.793951312E1,4.500424862E-2,-8.485853672E-3,6.115913391E-2
1.794967548E1,-2.094507217E-4,6.445938349E-2,-1.144342422E-1
1.795983783E1,-5.857118964E-2,1.386567354E-1,-1.972923279E-1
1.797000018E1,-8.104455471E-2,1.846334934E-1,-1.276559830E-1
1.798016254E1,-5.298176408E-2,1.850380898E-1,1.930236816E-3
1.799032489E1,-6.924957037E-3,1.553585529E-1,6.301403046E-2
1.800048724E1,3.390103579E-2,8.093073964E-2,3.806304932E-2
1.801064960E1,4.584136605E-2,2.122056484E-2,1.128387451E-2
1.802081195E1,2.471259236E-2,-2.411958575E-2,4.642963409E-2
1.803097430E1,1.886650920E-2,-4.432603717E-2,6.449604034E-2
1.804113666E1,1.789927483E-4,-3.513970971E-2,5.402469635E-2
1.805129901E1,4.024177790E-3,-2.029374242E-2,3.434753418E-2
1.806146136E1,1.026979089E-2,9.287297726E-4,2.921676636E-2
1.807162372E1,1.343002915E-2,3.130611777E-2,3.833484650E-2
1.808178607E1,4.053622484E-3,3.280657530E-2,5.669498444E-2
1.809194843E1,-3.253877163E-3,2.715823054E-2,6.291103363E-2
1.810211078E1,-1.518857479E-2,1.693126559E-2,5.251216888E-2
1.811227313E1,-1.258587837E-2,6.563186646E-3,4.699802399E-2
1.812243549E1,1.634865999E-2,5.429565907E-3,-3.187656403E-2
1.813262836E1,4.514282942E-2,2.771350741E-2,-3.791332245E-2
1.814279071E1,1.530668139E-2,4.701817036E-2,1.116952896E-1
1.815295306E1,-2.340057492E-2,6.295603514E-2,5.062484741E-2
1.816311542E1,-2.649196982E-2,5.304163694E-2,-1.200895309E-1
1.817327777E1,-9.691715240E-4,5.409693718E-2,-1.271667480E-1
1.818344012E1,2.593004704E-2,5.885490775E-2,-7.529640198E-2
1.819360248E1,2.201181650E-2,5.912739038E-2,-4.085636139E-2
1.820376483E1,-7.642626762E-3,5.444440246E-2,-4.007053375E-2
1.821392719E1,-3.445860744E-2,5.195796490E-2,-4.637908936E-2
1.822408954E1,-3.234121203E-2,5.218660831E-2,-6.199932098E-2
1.823425189E1,-1.159864664E-2,8.118751645E-2,-6.420135498E-3
1.824441425E1,1.050680876E-3,8.151745796E-2,4.340744019E-2
1.825457660E1,2.504864335E-2,9.836232662E-2,6.162738800E-2
1.826473895E1,8.164703846E-3,8.651614189E-2,4.877567291E-2
1.827490131E1,3.125041723E-3,7.026326656E-2,2.432346344E-2
1.828506366E1,4.985839128E-3,4.721710086E-2,3.114986420E-2
1.829522601E1,9.061604738E-3,3.847503662E-2,5.668258667E-2
1.830538837E1,8.421003819E-3,1.496800780E-2,6.996154785E-2
1.831555072E1,3.628164530E-3,-4.169940948E-3,3.100204468E-2
1.832571307E1,-2.903282642E-3,4.930496216E-4,-2.138710022E-2
1.833587543E1,-2.168029547E-3,4.827678204E-4,-3.738975525E-2
1.834603778E1,5.002319813E-4,5.544960499E-3,8.275985718E-3
1.835620013E1,-2.003818750E-3,1.285761595E-2,3.417873383E-2
1.836636249E1,-1.389253139E-2,1.030102372E-2,2.186965942E-2
1.837655536E1,-2.095517516E-2,1.935657859E-2,-9.141921997E-3
1.838671771E1,-1.136177778E-2,9.694308043E-3,-5.382537842E-2
1.839688007E1,-6.811827421E-3,2.913722396E-2,-7.649707794E-2
1.840704242E1,2.251535654E-3,4.166847467E-2,-4.444980621E-2
1.841720477E1,1.129475236E-2,3.279271722E-2,-3.449440002E-3
1.842736713E1,1.601248980E-3,2.830839157E-2,2.035903931E-2
1.843752948E1,1.909315586E-3,3.275880218E-2,3.908634186E-2
1.844769183E1,-2.137362957E-3,4.368558526E-2,2.912807465E-2
1.845785419E1,-1.072692871E-2,6.601178646E-2,5.177497864E-3
1.846801654E1,-1.676207781E-2,9.058991075E-2,-3.254032135E-2
1.847817889E1,-2.489531040E-2,9.398451447E-2,-7.209968567E-2
1.848834125E1,-3.052124381E-2,8.406847715E-2,-8.730506897E-2
1.849850360E1,-2.663531899E-2,5.377745628E-2,-5.976486206E-2
1.850866596E1,-8.555412292E-3,2.899259329E-2,1.461601257E-2
1.851882831E1,9.017139673E-3,2.075719833E-2,9.004974365E-2
1.852899066E1,1.206696033E-2,3.073677421E-2,8.629417419E-2
1.853915302E1,-1.368552446E-3,3.994417191E-2,-4.846572876E-3
1.854931537E1,-2.597212791E-3,5.189177394E-2,-4.708480835E-2
1.855947772E1,-4.547536373E-3,6.660819054E-2,1.052761078E-2
1.856964008E1,-1.915237308E-2,8.120837808E-2,5.514240265E-2
1.857980243E1,-3.091764450E-2,7.416290045E-2,-5.951976776E-2
1.858996478E1,-4.522508383E-2,5.885380507E-2,-3.113527298E-1
1.860015765E1,2.738645673E-2,3.243678808E-2,-1.777162552E-1
1.861028949E1,1.187295020E-1,-1.610672474E-2,4.135837555E-1
1.862048236E1,1.684514880E-1,-2.019670606E-2,4.153022766E-1
1.863064472E1,1.141428649E-1,1.406857371E-2,1.342906952E-1
1.864080707E1,-2.198743820E-2,4.430171847E-2,-3.099050522E-1
1.865096942E1,-1.121030152E-1,5.451297760E-2,-4.720907211E-1
1.866113178E1,-1.272525191E-1,8.498817682E-3,-2.019939423E-1
1.867129413E1,-4.329630733E-2,-3.294512630E-2,1.365652084E-1
1.868145648E1,5.636152625E-2,-7.951787114E-2,2.994041443E-1
1.869161884E1,7.252401114E-2,-5.310931802E-2,1.951837540E-1
1.870178119E1,1.872384548E-2,-1.857697964E-3,-5.817413330E-2
1.871194354E1,-5.000954866E-2,7.116118073E-2,-2.032251358E-1
1.872210590E1,-9.202507138E-2,1.494879723E-1,-1.523656845E-1
1.873226825E1,-7.139053941E-2,1.944234967E-1,1.308441162E-2
1.874243060E1,-2.314752340E-2,1.780247390E-1,1.164398193E-1
1.875259296E1,1.547819376E-2,1.373599768E-1,1.070394516E-1
1.876275531E1,2.843800187E-2,8.221498132E-2,3.425025940E-2
1.877291766E1,2.277642488E-2,3.678229451E-2,-8.837699890E-3
1.878311054E1,-1.279503107E-3,-8.258640766E-3,-3.923416138E-3
1.879324237E1,-6.762742996E-4,-1.755943894E-2,5.558013916E-3
1.880343524E1,1.476043463E-2,-3.493249416E-3,7.943153381E-3
1.881359760E1,1.597079635E-2,1.961752772E-2,7.935523987E-3
1.882375995E1,1.442953944E-2,4.023829103E-2,1.495933533E-2
1.883392230E1,7.477790117E-3,4.436421394E-2,4.306125641E-2
1.884408466E1,-4.689157009E-3,3.683170676E-2,5.885791779E-2
1.885424701E1,-1.686370373E-2,2.218165994E-2,5.072212219E-2
1.886440936E1,-1.705557108E-2,6.246268749E-4,5.452156067E-2
1.887457172E1,-5.184084177E-3,-1.629847288E-2,5.829620361E-2
1.888473407E1,2.611038089E-2,-2.930253744E-3,-7.518005371E-2
1.889489642E1,3.576359153E-2,1.014629006E-2,-2.386283875E-2
1.890505878E1,1.549431682E-2,4.194840789E-2,9.695720673E-2
1.891522113E1,-1.089915633E-2,4.472917318E-2,2.659511566E-2
1.892538348E1,-1.419621706E-2,5.042546988E-2,-1.367492676E-1
1.893554584E1,1.322963834E-2,4.304134846E-2,-1.413135529E-1
1.894570819E1,2.050679922E-2,4.379749298E-2,-2.310371399E-2
1.895587054E1,3.853678703E-3,4.193904996E-2,2.672863007E-2
1.896603290E1,-2.242892981E-3,4.162490368E-2,-4.937839508E-2
1.897619525E1,-2.009171247E-2,3.879156709E-2,-7.909202576E-2
1.898635761E1,-1.013714075E-2,5.061918497E-2,-1.865577698E-2
1.899651996E1,1.768231392E-3,7.198575139E-2,1.227188110E-2
1.900671283E1,1.117154956E-2,9.304022789E-2,1.203823090E-2
1.901687518E1,1.767033339E-2,9.478399158E-2,2.361106873E-2
1.902703754E1,1.880949736E-2,1.014888883E-1,4.200553894E-2
1.903719989E1,1.744410396E-2,7.711735368E-2,4.827690125E-2
1.904736224E1,2.095723152E-2,5.736860633E-2,5.929088593E-2
1.905752460E1,2.222728729E-2,3.753605485E-2,7.006645203E-2
1.906768695E1,2.605411410E-2,3.169828653E-2,5.229663849E-2
1.907784930E1,-1.209247112E-2,2.812439203E-2,-1.708126068E-2
1.908801166E1,-2.075040340E-2,2.741438150E-2,-6.637859344E-2
1.909817401E1,-1.055386662E-2,2.281919122E-2,-4.633617401E-2
1.910833636E1,3.884851933E-3,2.837514877E-2,6.374359131E-3
1.911849872E1,-1.534384489E-2,7.655620575E-3,3.452205658E-2
1.912866107E1,-8.249431849E-3,1.311102509E-2,1.731777191E-2
1.913882343E1,-8.366942406E-3,1.388791203E-2,-2.316665649E-2
