"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.373111989E1,2.626636624E-2,-6.452143192E-3,-2.687454224E-3
1.374128224E1,7.454335690E-3,6.794512272E-3,-3.122329712E-3
1.375144459E1,-3.468334675E-3,1.712214947E-2,-1.301479340E-2
1.376160695E1,2.721637487E-3,1.576232910E-2,3.369331360E-3
1.377176930E1,-2.799451351E-3,4.565393925E-2,2.892494202E-2
1.378196217E1,5.878895521E-3,4.204708338E-2,3.516197205E-2
1.379212452E1,-1.893749833E-2,5.037856102E-2,2.235603333E-2
1.380228688E1,-3.627994657E-2,5.879706144E-2,-6.690979004E-3
1.381244923E1,-6.488472223E-2,5.764228106E-2,-1.866912842E-2
1.382261159E1,-5.045151711E-2,2.824139595E-2,-3.535366058E-2
1.383277394E1,-2.762448788E-2,3.944540024E-2,-5.362033844E-2
1.384293629E1,-3.209012747E-2,4.554075003E-2,1.098308563E-1
1.385309865E1,-5.940943956E-2,5.783218145E-2,3.405666351E-2
1.386326100E1,-6.445050240E-2,6.040853262E-2,-1.252288818E-1
1.387342335E1,-8.150935173E-5,5.717402697E-2,-1.563005447E-1
1.388358571E1,3.038850427E-2,4.094642401E-2,-8.535575867E-2
1.389374806E1,1.517552137E-2,2.985465527E-2,-3.924751282E-2
1.390391041E1,-2.110326290E-2,2.324259281E-2,-1.008987427E-3
1.391410329E1,-4.248335958E-2,3.067159653E-2,-2.481555939E-2
1.392426564E1,-1.843750477E-2,4.053336382E-2,-5.654335022E-3
1.393442799E1,7.668256760E-3,8.827316761E-2,4.392051697E-2
1.394459035E1,1.885056496E-2,9.722572565E-2,1.115045547E-1
1.395475270E1,-1.064443588E-2,1.054813266E-1,8.331871033E-2
1.396491505E1,-3.027933836E-2,1.019405127E-1,3.671646118E-3
1.397507741E1,-2.110937238E-2,8.292058110E-2,-8.321762085E-3
1.398523976E1,-7.321417332E-3,6.753215194E-2,5.551528931E-2
1.399540211E1,-8.128583431E-4,4.258093238E-2,6.142520905E-2
1.400556447E1,-1.331922412E-2,2.649086714E-2,-3.683090210E-3
1.401572682E1,-3.016290069E-2,1.736590266E-2,-6.528282166E-2
1.402588917E1,-2.543264627E-2,2.070084214E-2,-6.193256378E-2
1.403605153E1,-1.361680031E-2,1.758304238E-2,-3.034114838E-2
1.404621388E1,-1.634934545E-2,3.378102183E-2,7.749557495E-3
1.405637623E1,-3.339073062E-2,4.238438606E-2,9.764671326E-3
1.406656911E1,-6.204652786E-2,4.869696498E-2,-2.363491058E-2
1.407673146E1,-5.930462480E-2,5.550482869E-2,-3.990268707E-2
1.408689381E1,-4.690340161E-2,7.011616230E-2,-2.980041504E-2
1.409705617E1,-4.172986746E-2,6.364291906E-2,6.120681763E-3
1.410721852E1,-1.769784093E-2,5.470919609E-2,2.008914948E-2
1.411738087E1,-1.523077488E-2,5.517882109E-2,1.496887207E-2
1.412754323E1,-1.518517733E-2,4.607048631E-2,-4.288673401E-3
1.413770558E1,-1.744446158E-2,4.191640019E-2,1.701545715E-2
1.414786793E1,-1.958218217E-2,4.974687099E-2,4.739379883E-2
1.415803029E1,-5.213141441E-3,6.413370371E-2,5.597209930E-2
1.416819264E1,-2.827078104E-3,6.849288940E-2,3.361701965E-2
1.417835499E1,-1.925623417E-2,6.334868073E-2,-2.853679657E-2
1.418851735E1,-2.577358484E-2,5.426460505E-2,-7.298183441E-2
1.419867970E1,-4.835975170E-2,5.085331202E-2,-7.167434692E-2
1.420887257E1,-3.254744411E-2,3.159171343E-2,-2.067947388E-2
1.421903492E1,3.943145275E-3,2.423891425E-2,7.903289795E-2
1.422919728E1,2.976125479E-2,1.844716072E-2,1.177673340E-1
1.423935963E1,5.099087954E-3,2.824732661E-2,1.394081116E-2
1.424952199E1,-1.210564375E-2,6.670054793E-2,-4.060268402E-2
1.425968434E1,-2.229470015E-2,8.659374714E-2,2.579689026E-3
1.426984669E1,-7.531017065E-2,8.554303646E-2,1.183032990E-2
1.428000905E1,-1.551308930E-1,8.511447906E-2,-2.630643845E-1
1.429017140E1,-1.128534675E-1,7.304063439E-2,-4.350824356E-1
1.430033375E1,8.658072352E-2,3.865677118E-2,6.501674652E-2
1.431049611E1,2.005226612E-1,-3.748953342E-3,8.178834915E-1
1.432065846E1,7.466927171E-2,-8.217394352E-4,3.398656845E-1
1.433082081E1,-2.107259631E-2,4.358810186E-2,-1.412286758E-1
1.434098317E1,-1.226724982E-1,7.440844178E-2,-5.899705887E-1
1.435117604E1,-1.220862269E-1,7.896977663E-2,-4.472503662E-1
1.436133839E1,8.546710014E-4,2.941060066E-2,2.981472015E-2
1.437150075E1,3.789588809E-2,-2.564764023E-2,2.713050842E-1
1.438166310E1,1.231348515E-2,-4.332932830E-2,1.845417023E-1
1.439182545E1,-2.119219303E-2,5.802422762E-3,6.444644928E-2
1.440198781E1,-6.965965033E-2,8.474498987E-2,-7.519721985E-3
1.441215016E1,-8.695411682E-2,1.492176354E-1,2.116203308E-2
1.442231251E1,-6.328430772E-2,1.789629161E-1,4.981708527E-2
1.443247487E1,-4.424828291E-2,1.636308134E-1,4.977226257E-2
1.444263722E1,-1.569437981E-2,1.436114311E-1,4.734420776E-2
1.445279957E1,-4.145711660E-3,8.043712378E-2,3.772068024E-2
1.446299245E1,-1.672267914E-2,3.369522095E-2,1.816749573E-3
1.447315480E1,-3.160145879E-2,1.040768623E-2,-1.968860626E-2
1.448331715E1,-4.137980938E-2,1.549145579E-2,-2.918815613E-2
1.449347951E1,-2.694275975E-2,2.055099607E-2,-2.671718597E-2
1.450364186E1,-7.607668638E-3,3.070306778E-2,1.163005829E-2
1.451380421E1,2.117550373E-2,4.549351335E-2,3.791809082E-2
1.452396657E1,1.849168539E-2,7.210463285E-2,4.021930695E-2
1.453412892E1,1.316139102E-2,7.217085361E-2,2.337646484E-2
1.454429127E1,-1.615086198E-2,7.483428717E-2,1.377773285E-2
1.455445363E1,-3.570443392E-2,6.086957455E-2,2.568817139E-2
1.456461598E1,-3.080675006E-2,3.921115398E-2,4.681205750E-2
1.457477833E1,-2.351155877E-2,2.673298120E-2,-5.345439911E-2
1.458494069E1,-1.933148503E-2,4.977434874E-2,2.278327942E-3
1.459513356E1,-3.631955385E-2,7.453766465E-2,1.437721252E-1
1.460529591E1,-6.203943491E-2,8.617174625E-2,1.815128326E-2
1.461545827E1,-4.458513856E-2,8.147203922E-2,-1.995506287E-1
1.462562062E1,5.984246731E-3,7.432517409E-2,-1.651058197E-1
1.463578297E1,2.719950676E-2,6.136387587E-2,3.863525391E-2
1.464594533E1,-2.070876956E-2,4.299545288E-2,3.782272339E-2
1.465610768E1,-9.013861418E-3,3.563547134E-2,-4.548835754E-2
1.466627003E1,2.337634563E-3,5.718356371E-2,-3.040504456E-2
1.467643239E1,-7.581442595E-3,8.811613917E-2,4.102802277E-2
1.468659474E1,-1.028323174E-2,1.041888297E-1,7.104682922E-2
1.469675709E1,-1.313266158E-2,1.028958559E-1,6.986427307E-2
1.470691945E1,-2.069315314E-2,9.216743708E-2,5.454063416E-2
1.471708180E1,-6.869196892E-3,8.430939913E-2,4.413604736E-2
1.472724415E1,1.381489635E-2,5.783545971E-2,4.817771912E-2
1.473740651E1,2.217221260E-2,3.842154145E-2,7.100868225E-2
1.474756886E1,1.839512587E-2,3.486704826E-2,3.898334503E-2
1.475773122E1,-1.116439700E-2,3.344100714E-2,-5.398464203E-2
1.476789357E1,-3.517279029E-2,4.921346903E-2,-1.050195694E-1
1.477808644E1,-3.254914284E-2,5.622625351E-2,-5.349254608E-2
1.478824879E1,-3.243049979E-2,4.940187931E-2,8.858680725E-3
1.479841115E1,-3.473183513E-2,3.035491705E-2,2.040672302E-2
1.480857350E1,-4.649031162E-2,3.974601626E-2,-1.305866241E-2
1.481873585E1,-6.284463406E-2,4.931455851E-2,-4.830741882E-2
1.482889821E1,-7.409071922E-2,5.016207695E-2,-2.378177643E-2
1.483906056E1,-7.546699047E-2,6.320577860E-2,-9.086608887E-3
1.484922291E1,-3.898122907E-2,6.196996570E-2,5.297660828E-3
1.485938521E1,-2.665260434E-2,7.965356112E-2,9.999275208E-3
1.486954757E1,-2.151930332E-2,6.416943669E-2,1.468944550E-2
1.487974044E1,-3.070789576E-2,5.854603648E-2,1.691627502E-2
1.488990279E1,-3.020623326E-2,5.549123883E-2,7.272720337E-3
1.490006515E1,-2.024203539E-2,6.208878756E-2,1.674365997E-2
1.491022750E1,-1.270833611E-2,6.863448024E-2,4.503154755E-2
1.492038985E1,-3.831088543E-4,7.718375325E-2,5.621719360E-2
1.493055221E1,1.414373517E-2,6.407937407E-2,4.124736786E-2
1.494071456E1,1.441240311E-2,7.465937734E-2,-1.863479614E-3
1.495087691E1,-1.101914048E-2,5.689841509E-2,-3.719806671E-2
1.496103927E1,-2.400103211E-2,4.219219089E-2,-6.241416931E-2
1.497120162E1,-5.314376950E-2,3.517881036E-2,-6.589794159E-2
1.498136397E1,-4.124146700E-2,3.096243739E-2,-4.801273346E-2
1.499152633E1,-8.508145809E-3,2.710747719E-2,3.583431244E-2
1.500168868E1,1.598951221E-2,3.922265768E-2,1.204452515E-1
1.501185103E1,2.005666494E-3,5.493795872E-2,5.216026306E-2
1.502204390E1,-1.666027308E-2,8.224564791E-2,-2.175045013E-2
1.503220626E1,-1.177626848E-2,8.629658818E-2,4.500770569E-2
1.504236861E1,-7.623097301E-2,9.768855572E-2,3.483963013E-2
1.505253096E1,-1.205548346E-1,9.286281466E-2,-1.550865173E-1
1.506269332E1,-1.263716221E-1,9.282857180E-2,-4.804687500E-1
1.507285567E1,3.522816300E-2,4.753428698E-2,-1.756000519E-1
1.508301803E1,2.005996704E-1,-2.255034447E-2,6.177377701E-1
1.509318038E1,1.138643324E-1,-3.400820494E-2,3.816556931E-1
1.510334273E1,5.037933588E-3,4.841446877E-3,-1.279478073E-1
1.511350509E1,-9.317454696E-2,4.757165909E-2,-4.448261261E-1
1.512369796E1,-1.031980515E-1,6.405973434E-2,-3.135881424E-1
1.513386031E1,-2.586188912E-2,3.459280729E-2,7.273578644E-2
1.514402266E1,2.076160908E-2,2.034068108E-3,2.346735001E-1
1.515418502E1,-5.943566561E-3,8.267462254E-3,1.434011459E-1
1.516434737E1,-3.529581428E-2,5.896657705E-2,4.516410828E-2
1.517450972E1,-7.974025607E-2,1.214052439E-1,1.179504395E-2
1.518467208E1,-1.028591394E-1,1.719635129E-1,2.405261993E-2
1.519483443E1,-9.022164345E-2,1.807141304E-1,4.110050201E-2
1.520499679E1,-5.872189999E-2,1.588789821E-1,4.858875275E-2
1.521515914E1,-2.513870597E-2,1.157290936E-1,5.127906799E-2
1.522532149E1,-3.872185946E-3,5.803036690E-2,4.438304901E-2
1.523548385E1,-9.203672409E-3,1.641452312E-2,1.355743408E-2
1.524564620E1,-9.895205498E-3,-6.867945194E-3,-5.025863647E-4
1.525583907E1,-5.862265825E-3,-9.453773499E-3,-5.032539368E-3
1.526597091E1,-1.345571876E-2,1.638591290E-3,2.371788025E-3
1.527616378E1,8.201003075E-4,1.018512249E-2,4.981994629E-3
1.528632613E1,8.026063442E-3,3.303664923E-2,3.149509430E-2
1.529648849E1,1.269435883E-2,5.357521772E-2,4.120540619E-2
1.530665084E1,-2.020478249E-3,7.150751352E-2,4.372119904E-2
1.531681319E1,-2.378863096E-2,7.615870237E-2,3.844928741E-2
1.532697555E1,-4.985260963E-2,6.654661894E-2,3.335762024E-2
1.533713790E1,-4.697266221E-2,4.034906626E-2,6.610679626E-2
1.534730025E1,-3.723013401E-2,1.867133379E-2,-4.622364044E-2
1.535746261E1,-2.356046438E-2,2.812564373E-2,5.449295044E-2
1.536762496E1,-4.321402311E-2,6.080228090E-2,1.454486847E-1
1.537778731E1,-7.120802999E-2,7.102918625E-2,-5.317211151E-2
1.538794967E1,-2.245253325E-2,7.506394386E-2,-1.559505463E-1
1.539811202E1,2.331247926E-2,5.936652422E-2,-1.104068756E-1
1.540827437E1,2.031394839E-2,5.332714319E-2,-2.790164948E-2
1.541846724E1,-1.862347126E-3,6.051421165E-2,1.523303986E-2
1.542862960E1,-1.905256510E-2,5.480462313E-2,-1.806068420E-2
1.543879195E1,-2.655941248E-2,7.064718008E-2,-2.460861206E-2
1.544895430E1,-8.885562420E-4,9.610247612E-2,2.566814423E-2
1.545911666E1,-8.452385664E-3,1.138897538E-1,7.968425751E-2
1.546927901E1,-1.568990946E-2,1.047922969E-1,7.848167419E-2
1.547944137E1,1.264739037E-2,9.348815680E-2,7.264614105E-2
1.548960372E1,9.857803583E-3,8.957719803E-2,6.446552277E-2
1.549976607E1,4.676073790E-3,7.428771257E-2,4.707145691E-2
1.550992843E1,-2.889454365E-3,6.632268429E-2,3.932571411E-2
1.552012130E1,-1.514574885E-2,4.155391455E-2,9.279251099E-4
1.553028365E1,-2.935147285E-2,3.584718704E-2,-6.505012512E-2
1.554044600E1,-4.559776187E-2,2.591669559E-2,-8.503437042E-2
1.555060836E1,-4.024371505E-2,1.220387220E-2,-3.610706329E-2
1.556077071E1,-4.426115751E-2,8.132636547E-3,1.674556732E-2
1.557093306E1,-4.355561733E-2,2.718997002E-2,4.970836639E-2
1.558109542E1,-4.761198163E-2,3.142005205E-2,4.194545746E-2
1.559125777E1,-6.815627217E-2,4.974490404E-2,1.303100586E-2
1.560142012E1,-6.240224838E-2,6.119042635E-2,-1.529884338E-2
1.561158248E1,-5.933454633E-2,4.896032810E-2,-2.425193787E-2
1.562174483E1,-4.940423369E-2,5.597001314E-2,-1.419067383E-2
1.563190719E1,-4.888808727E-2,5.771976709E-2,-2.017021179E-3
1.564206954E1,-3.877669573E-2,5.179184675E-2,2.172374725E-2
1.565226241E1,-1.449447870E-2,5.743604898E-2,4.750347137E-2
1.566242476E1,-4.691362381E-3,6.733930111E-2,5.864048004E-2
1.567258712E1,-4.544585943E-3,8.170664310E-2,3.172492981E-2
1.568274947E1,-4.117935896E-3,7.706850767E-2,-1.365566254E-2
1.569291183E1,-1.766625047E-2,8.007740974E-2,-4.870128632E-2
1.570307418E1,-3.552374244E-2,6.233751774E-2,-8.544921875E-2
1.571323653E1,-4.325714707E-2,4.282337427E-2,-6.243228912E-2
1.572339889E1,-2.243489027E-2,3.563952446E-2,-1.140499115E-2
1.573356124E1,2.127468586E-2,1.389676332E-2,7.646751404E-2
1.574372359E1,1.895901561E-2,2.930259705E-2,7.511234283E-2
1.575388595E1,-4.684269428E-3,5.583018064E-2,-1.670837402E-3
1.576404830E1,-1.199635863E-2,6.826144457E-2,5.294418335E-2
1.577421065E1,-5.298417807E-2,7.587456703E-2,7.800960541E-2
1.578440352E1,-8.398896456E-2,8.573400974E-2,1.764774323E-2
1.579456588E1,-1.111747026E-1,7.501953840E-2,-2.807321548E-1
1.580472823E1,-6.161141396E-2,4.343533516E-2,-4.548320770E-1
1.581489058E1,1.109032929E-1,3.757476807E-4,2.307014465E-1
1.582505294E1,1.260930598E-1,-3.917717934E-2,4.806060791E-1
1.583521529E1,3.468906879E-2,-2.389085293E-2,-9.939002991E-2
1.584537765E1,-1.505219936E-2,7.060706615E-3,-2.205972672E-1
1.585554000E1,-9.244236350E-2,2.936774492E-2,-1.953592300E-1
1.586570235E1,-6.503760815E-2,4.975199699E-2,-4.057884216E-2
1.587586471E1,-4.712045193E-3,4.383522272E-2,4.528999329E-2
1.588602706E1,-7.028251886E-3,4.243457317E-2,4.217815399E-2
1.589618941E1,-5.352520943E-2,8.567404747E-2,2.728557587E-2
1.590635177E1,-1.113237739E-1,1.253679991E-1,-3.703117371E-3
1.591654464E1,-1.194292903E-1,1.534064412E-1,-7.892608643E-3
1.592670699E1,-9.287142754E-2,1.572661400E-1,4.008579254E-2
1.593686934E1,-6.282874942E-2,1.381513476E-1,8.010292053E-2
1.594703170E1,-2.677574754E-2,9.548878670E-2,1.004886627E-1
1.595719405E1,1.014053822E-3,4.093414545E-2,8.505916595E-2
1.596735640E1,2.826637030E-2,2.714157104E-3,4.376220703E-2
1.597751876E1,2.890259027E-2,-2.200853825E-2,-3.999710083E-3
1.598768111E1,1.995590329E-2,-2.614146471E-2,-1.420974731E-3
1.599784346E1,1.605099440E-2,1.803278923E-3,5.802154541E-3
1.600800582E1,3.113806248E-3,1.950466633E-2,-6.073951721E-3
1.601816817E1,4.985779524E-3,2.302706242E-2,5.961418152E-3
1.602833053E1,9.340703487E-3,4.091650248E-2,3.673458099E-2
1.603849288E1,6.484806538E-3,5.374485254E-2,4.798412323E-2
1.604865523E1,-1.294139028E-2,4.715067148E-2,4.721736908E-2
1.605884810E1,-2.737757564E-2,4.039609432E-2,2.759265900E-2
1.606901046E1,-3.904083371E-2,2.408307791E-2,3.906822205E-2
1.607917281E1,-3.879350424E-2,2.418255806E-2,-4.927539825E-2
1.608933516E1,-1.333564520E-2,4.105132818E-2,3.011798859E-2
1.609949752E1,-2.498996258E-2,5.748188496E-2,1.473751068E-1
1.610965987E1,-4.724535346E-2,6.584441662E-2,-4.437446594E-2
1.611982222E1,-1.875704527E-2,4.887413979E-2,-1.284179688E-1
1.612998458E1,2.615845203E-2,4.284346104E-2,-4.096031189E-2
1.614014693E1,2.983349562E-2,3.398138285E-2,-2.377986908E-2
1.615030929E1,5.140781403E-3,4.359358549E-2,-5.641651154E-2
1.616047164E1,-3.803247213E-2,4.368680716E-2,-1.043510437E-2
1.617063399E1,-1.879602671E-2,5.080282688E-2,1.336479187E-2
1.618079635E1,2.450048923E-3,5.967044830E-2,2.732944489E-2
1.619098922E1,2.023905516E-3,6.743192673E-2,6.468963623E-2
1.620115157E1,8.593857288E-3,6.460696459E-2,8.230209351E-2
1.621131392E1,3.083497286E-3,7.292187214E-2,6.409740448E-2
1.622147628E1,6.082653999E-5,4.994273186E-2,2.258968353E-2
1.623163863E1,1.974582672E-3,2.740508318E-2,1.024818420E-2
1.624180098E1,-7.896184921E-3,2.846288681E-2,4.291725159E-2
1.625196334E1,-1.068255305E-2,3.113126755E-2,4.416847229E-2
1.626212569E1,-3.001394868E-2,2.097839117E-2,-1.136302948E-2
1.627228804E1,-4.184523225E-2,2.248591185E-2,-6.827068329E-2
1.628245040E1,-3.699421883E-2,1.704478264E-2,-6.035423279E-2
1.629261275E1,-3.712290525E-2,1.664388180E-2,-1.011371613E-2
1.630277511E1,-5.145290494E-2,2.052778006E-2,2.507019043E-2
1.631296798E1,-5.130171776E-2,3.794068098E-2,2.183151245E-2
1.632313033E1,-4.641193151E-2,4.552197456E-2,-1.441574097E-2
1.633329268E1,-5.102404952E-2,4.373472929E-2,-3.115177155E-2
1.634345504E1,-4.846021533E-2,5.166572332E-2,-2.868080139E-2
1.635361739E1,-4.837426543E-2,4.757738113E-2,-3.328132629E-2
1.636377975E1,-3.638193011E-2,3.861886263E-2,2.412796021E-3
1.637394210E1,-1.271107793E-2,4.333877563E-2,5.391883850E-2
1.638410445E1,1.285612583E-3,5.432373285E-2,9.263134003E-2
1.639426680E1,1.964628696E-2,6.190091372E-2,5.740642548E-2
1.640442916E1,9.208410978E-3,5.747383833E-2,-1.973152161E-2
1.641459151E1,6.182193756E-3,5.593907833E-2,-8.608627319E-2
1.642475387E1,-6.111294031E-3,4.112344980E-2,-1.039428711E-1
1.643491622E1,-2.273482084E-2,3.205657005E-2,-7.657527924E-2
1.644507857E1,-1.499474049E-3,2.819752693E-2,-1.178359985E-2
1.645524093E1,1.143813133E-4,1.711434126E-2,5.418395996E-2
1.646540328E1,-1.733094454E-2,3.170698881E-2,3.091812134E-3
1.647559615E1,-2.252072096E-2,5.304282904E-2,-6.711006165E-3
1.648575850E1,-3.006619215E-2,6.982773542E-2,4.502296448E-2
1.649592086E1,-9.259396791E-2,8.684325218E-2,1.541042328E-2
1.650608321E1,-1.445227265E-1,9.746789932E-2,-2.503681183E-1
1.651624557E1,-1.409036219E-1,9.241694212E-2,-6.074562073E-1
1.652640792E1,3.333890438E-2,5.707252026E-2,-1.631870270E-1
1.653657027E1,1.869459748E-1,-1.100552082E-2,8.580379486E-1
1.654673262E1,8.462759852E-2,-2.732360363E-2,4.061861038E-1
1.655689498E1,8.100569248E-3,4.281103611E-3,-3.278923035E-2
1.656705733E1,-8.501583338E-2,5.223125219E-2,-5.350847244E-1
1.657721969E1,-9.039598703E-2,6.585031748E-2,-4.764118195E-1
1.658738204E1,1.006841660E-2,1.601415873E-2,-9.089469910E-3
1.659754439E1,5.413076282E-2,-4.157763720E-2,2.227039337E-1
1.660773726E1,3.378269076E-2,-2.777248621E-2,1.669101715E-1
1.661789962E1,-3.213119507E-2,3.639310598E-2,4.903793335E-2
1.662806197E1,-9.862425923E-2,1.023693681E-1,1.518440247E-2
1.663822432E1,-1.078790724E-1,1.830515862E-1,5.085849762E-2
1.664838668E1,-9.354475141E-2,2.052813768E-1,8.411979675E-2
1.665854903E1,-7.482343912E-2,1.969691515E-1,7.428073883E-2
1.666871138E1,-3.249645233E-2,1.554801464E-1,6.687450409E-2
1.667887374E1,-2.378523350E-3,1.024392843E-1,5.948638916E-2
1.668903609E1,1.329445839E-2,5.405473709E-2,3.061676025E-2
1.669919845E1,4.885435104E-3,2.900055051E-2,-1.974105835E-2
1.670939132E1,1.437783241E-3,1.764580607E-2,-5.326938629E-2
1.671955367E1,-6.401509047E-3,1.822191477E-2,-3.890991211E-2
1.672971602E1,-9.185373783E-3,3.080129623E-2,1.364994049E-2
1.673987838E1,7.181286812E-3,5.526500940E-2,4.935741425E-2
1.675004073E1,6.612926722E-3,6.769052148E-2,5.151271820E-2
1.676020308E1,8.196234703E-3,7.300305367E-2,3.692531586E-2
1.677036544E1,2.558112144E-3,8.319708705E-2,2.239894867E-2
1.678052779E1,-3.391972184E-2,7.698813081E-2,1.270389557E-2
1.679069015E1,-3.380182385E-2,5.153027177E-2,5.049705505E-2
1.680085250E1,-2.907350659E-2,4.473382235E-2,-4.754829407E-2
1.681101485E1,-2.795505524E-2,4.510760307E-2,5.990695953E-2
1.682117720E1,-4.539698362E-2,4.957497120E-2,1.246500015E-1
1.683133956E1,-7.630869746E-2,6.054082513E-2,-3.140449524E-2
1.684150191E1,-5.670797825E-2,7.913467288E-2,-1.608791351E-1
1.685169478E1,3.095895052E-3,7.569584250E-2,-1.509943008E-1
1.686185714E1,3.567889333E-2,7.842400670E-2,-4.095077515E-3
1.687201949E1,3.900140524E-3,6.859010458E-2,5.013847351E-2
1.688218184E1,-1.811906695E-2,6.278130412E-2,-2.871131897E-2
1.689234420E1,-2.561742067E-2,7.159695029E-2,-3.992271423E-2
1.690250655E1,-1.618534327E-2,9.036627412E-2,4.591560364E-2
1.691266890E1,-4.588752985E-3,1.062863469E-1,1.208353043E-1
1.692283126E1,-1.712283492E-2,1.187201440E-1,1.140737534E-1
1.693299361E1,-1.771226525E-2,1.258949339E-1,7.666683197E-2
1.694315597E1,-4.272848368E-3,1.119988859E-1,5.413913727E-2
1.695331832E1,1.829522848E-2,8.432450891E-2,9.350776672E-2
1.696351119E1,1.667216420E-2,4.941543937E-2,1.059970856E-1
1.697367354E1,8.054137230E-3,4.007947445E-2,2.843189240E-2
1.698383590E1,-2.119487524E-2,3.745165467E-2,-8.082580566E-2
1.699399825E1,-3.078967333E-2,4.501914978E-2,-7.474422455E-2
1.700416060E1,-1.412409544E-2,3.435423970E-2,-2.150440216E-2
1.701432296E1,-2.627426386E-2,3.337618709E-2,2.138614655E-2
1.702448531E1,-3.602740169E-2,4.629960656E-2,1.383018494E-2
1.703464766E1,-4.321768880E-2,5.661648512E-2,-1.717090607E-2
1.704481002E1,-6.428843737E-2,6.494599581E-2,-3.107452393E-2
1.705497237E1,-6.355142593E-2,7.378405333E-2,-2.577972412E-2
1.706513472E1,-4.145705700E-2,5.910664797E-2,1.012134552E-2
1.707529708E1,-2.189528942E-2,6.347721815E-2,2.413463593E-2
1.708545943E1,-3.351446986E-2,5.822399259E-2,1.191043854E-2
1.709562179E1,-4.717284441E-2,5.294874310E-2,1.408386230E-2
1.710578414E1,-4.180502892E-2,5.952644348E-2,-2.956390381E-4
1.711597701E1,-3.643471003E-2,5.897447467E-2,9.233474731E-3
1.712613936E1,-2.403363585E-2,6.787288189E-2,3.276157379E-2
1.713630172E1,-7.038176060E-3,8.576208353E-2,6.060028076E-2
1.714646407E1,2.834200859E-4,9.112000465E-2,6.669139862E-2
1.715662642E1,-6.624072790E-3,8.673125505E-2,1.828002930E-2
1.716678878E1,-1.356759667E-2,7.548287511E-2,-2.458572388E-2
1.717695113E1,-3.449183702E-2,5.302205682E-2,-5.246353149E-2
1.718711348E1,-4.526698589E-2,3.854396939E-2,-7.048416138E-2
1.719727584E1,-3.418624401E-2,3.888681531E-2,-5.263137817E-2
1.720743819E1,7.364124060E-3,3.701522946E-2,3.111362457E-2
1.721760054E1,3.585359454E-2,3.679436445E-2,1.156530380E-1
1.722779342E1,1.365825534E-2,5.207988620E-2,6.619167328E-2
1.723795577E1,-2.476146817E-2,6.690952182E-2,-2.237987518E-2
1.724811812E1,-2.026027441E-2,7.037344575E-2,1.119327545E-2
1.725828048E1,-5.192887783E-2,7.423219085E-2,3.693962097E-2
1.726844283E1,-1.164433658E-1,8.759352565E-2,-7.274818420E-2
1.727860518E1,-1.519236863E-1,8.340421319E-2,-4.684534073E-1
1.728876754E1,-4.620850086E-3,5.713644624E-2,-2.799959183E-1
1.729892989E1,1.929260194E-1,1.662904024E-2,5.342540741E-1
1.730909225E1,1.564435661E-1,-1.437944174E-2,6.087474823E-1
1.731925460E1,3.660860658E-2,1.526767015E-2,5.250644684E-2
1.732941695E1,-8.184120059E-2,4.927787185E-2,-4.334945679E-1
1.733957930E1,-1.585383415E-1,8.985248208E-2,-5.565414429E-1
1.734974166E1,-6.230828166E-2,7.363694906E-2,-1.532697678E-1
1.735993453E1,3.283330798E-2,6.532073021E-3,2.465400696E-1
1.737009688E1,2.003127337E-2,-2.768191695E-2,2.603368759E-1
1.738025924E1,-2.216231823E-2,5.735725164E-3,1.114406586E-1
1.739042159E1,-5.809378624E-2,7.514062524E-2,3.518104553E-3
1.740058394E1,-9.200462699E-2,1.371879876E-1,-1.560401917E-2
1.741074630E1,-8.745324612E-2,1.723175049E-1,3.707790375E-2
1.742090865E1,-6.596070528E-2,1.530490220E-1,3.948020935E-2
1.743107100E1,-2.771073580E-2,1.293391585E-1,3.235054016E-2
1.744123336E1,-1.345777512E-2,7.458436489E-2,3.000354767E-2
1.745139571E1,-1.376608014E-2,3.631874919E-2,6.137847900E-3
1.746155807E1,-2.122509480E-2,2.625572681E-2,-1.291561127E-2
1.747172042E1,-1.175478101E-2,1.352393627E-2,-4.148769379E-2
1.748188277E1,-1.400336623E-2,1.785293221E-2,-3.171539307E-2
1.749207564E1,-1.751482487E-3,4.173210263E-2,-1.001071930E-2
1.750223800E1,1.277840137E-2,6.107196212E-2,1.643753052E-2
1.751240035E1,7.953733206E-3,7.316860557E-2,4.759788513E-2
1.752256270E1,5.189418793E-3,8.272671700E-2,5.713939667E-2
1.753272506E1,-1.913058758E-2,7.312452793E-2,4.276943207E-2
1.754288741E1,-3.849884868E-2,5.158677697E-2,2.843666077E-2
1.755304976E1,-4.747965932E-2,3.230306506E-2,2.830505371E-2
1.756321212E1,-3.704318404E-2,4.820430279E-2,-7.685661316E-3
1.757337447E1,-2.231127024E-2,6.128451228E-2,-5.200958252E-2
1.758353682E1,-2.009856701E-2,8.598861098E-2,1.474399567E-1
1.759369918E1,-6.471672654E-2,1.116296351E-1,5.489635468E-2
1.760386153E1,-6.809926033E-2,9.235283732E-2,-1.633930206E-1
1.761402388E1,-1.442041993E-2,6.819304824E-2,-1.744499207E-1
1.762418624E1,7.453858852E-3,4.608395696E-2,-3.238677979E-3
1.763434859E1,-1.863148808E-2,4.260876775E-2,7.481765747E-2
